nom,prix,adresse,image
Pigeons portugais espagnols,20000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3818868_uploaded_image2_1659851736.jpeg""); width: 416px;"
Poulet de chair,3000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3820323_uploaded_image1_1659956851.jpg""); width: 414px;"
Poulets,Prixsurdemande,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/3820532_uploaded_image2_1659963344.jpeg""); width: 432px;"
Pigeons voyageurs,2000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3829942_uploaded_image2_1660489290.jpeg""); width: 407px;"
Diamant Mandarin Huppé,Prixsurdemande,"Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3841798_uploaded_image1_1661198573.jpg""); width: 410px;"
Pigeon,3000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3856165_uploaded_image1_1662024131.jpg""); width: 498px;"
Poussin pintade,1500,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3859176_uploaded_image1_1662124807.jpg""); width: 568px;"
Brahmans Herminé et Cochins,Prixsurdemande,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3868279_uploaded_image1_1662589600.jpg""); width: 610px;"
Poulet chair,4000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3869035_uploaded_image1_1662638536.jpg""); width: 488px;"
Poussins Bleues Hollandaises,1500,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3879015_uploaded_image1_1663241115.jpg""); width: 602px;"
Bleues d’Hollandes,15000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3879030_uploaded_image2_1663241522.jpeg""); width: 602px;"
Poussins de caille,500,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3882380_uploaded_image1_1663498641.jpg""); width: 585px;"
Pigeon,10000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3911548_uploaded_image1_1665233800.jpg""); width: 506px;"
Lapin mâle engoura,20000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3911550_uploaded_image1_1665233894.jpg""); width: 446px;"
Pigeons,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3916214_uploaded_image2_1665526226.jpeg""); width: 369px;"
Lapin male Fauve,65000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3934536_uploaded_image1_1666646311.jpg""); width: 415px;"
Lapin,25000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3937288_uploaded_image2_1666813728.jpeg""); width: 536px;"
Paire Brahma,80000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3941235_uploaded_image1_1667077382.jpg""); width: 671px;"
Coq choie & bramane,50000,"Tambacounda, Sénégal","background-image: url(""https://images.coinafrique.com/3956033_uploaded_image1_1667909977.jpg""); width: 406px;"
Poussins,30000,"Touba, Sénégal","background-image: url(""https://images.coinafrique.com/3956250_uploaded_image1_1667916487.jpg""); width: 469px;"
Pigeons Pan Indien,30000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3958692_uploaded_image1_1668044083.jpg""); width: 444px;"
Mâle Brahma,20000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3983729_uploaded_image1_1669650251.jpg""); width: 506px;"
Pigeon Mondain,85000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3986519_uploaded_image1_1669815997.jpg""); width: 415px;"
Pigeons,80000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3989311_uploaded_image1_1669935034.jpg""); width: 411px;"
Coq mal cochain,65000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3990507_uploaded_image1_1669994795.jpg""); width: 381px;"
Pigeon français,25000,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3999035_uploaded_image1_1670454354.jpg""); width: 419px;"
Couple Brahma,Prixsurdemande,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4005445_uploaded_image1_1670854767.jpg""); width: 554px;"
Pigeons,12000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4009110_uploaded_image1_1671058199.jpg""); width: 415px;"
Poules,35000,"Touba, Sénégal","background-image: url(""https://images.coinafrique.com/4012177_uploaded_image3_1671225532.jpeg""); width: 469px;"
Lapins,30000,"Touba, Sénégal","background-image: url(""https://images.coinafrique.com/4012180_uploaded_image1_1671225603.jpg""); width: 469px;"
Pigeon,50000,"Kaolack, Sénégal","background-image: url(""https://images.coinafrique.com/4013190_uploaded_image1_1671298740.jpg""); width: 379px;"
Pigeons,15000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4019426_uploaded_image1_1671715622.jpg""); width: 443px;"
Couple pigeons,14000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4019501_uploaded_image1_1671719532.jpg""); width: 369px;"
Couple mondain,90000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4021333_uploaded_image1_1671837659.jpg""); width: 424px;"
Couple texan,40000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4021335_uploaded_image1_1671837753.jpg""); width: 424px;"
Poulets de chair,3000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4021629_uploaded_image1_1671880183.jpg""); width: 418px;"
Coq cochin,50000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4030993_uploaded_image1_1672682272.jpg""); width: 583px;"
Coq Cochin,50000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4030997_uploaded_image1_1672682387.jpg""); width: 583px;"
Perruche ondulée,20000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4033032_uploaded_image2_1672783609.jpeg""); width: 579px;"
Perruches anglaise - couple,50000,"Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4033120_uploaded_image2_1672788352.jpeg""); width: 579px;"
Couple voyageur blanc,15000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4034942_uploaded_image1_1672874900.jpg""); width: 593px;"
Couple pigeons voyageurs,12000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4034954_uploaded_image2_1672875777.jpeg""); width: 593px;"
Couple angoura,30000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4036533_uploaded_image2_1672950565.jpeg""); width: 593px;"
Poussins de chair,35000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4041126_uploaded_image2_1673258391.jpeg""); width: 573px;"
Poulet Braman cochin,950000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4050193_uploaded_image2_1673725688.jpeg""); width: 554px;"
Couple   Braman Cochin,95000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4050206_uploaded_image1_1673726092.jpg""); width: 554px;"
Coq Chochin,95000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4050293_uploaded_image2_1673730559.jpeg""); width: 554px;"
Poules pondeuses,Prixsurdemande,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4055238_uploaded_image2_1674047643.jpeg""); width: 369px;"
Lapin nain tête de lion,25000,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4060697_uploaded_image1_1674397870.jpg""); width: 507px;"
Lapin Angora,25000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4062470_uploaded_image1_1674512420.jpg""); width: 397px;"
Lapin,15000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4069804_uploaded_image2_1675001928.jpeg""); width: 397px;"
Lapin femelle Angora,20000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4088341_uploaded_image1_1675964415.jpg""); width: 397px;"
Lapin papillon,30000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4097932_uploaded_image1_1676574876.jpg""); width: 394px;"
Poussins cou nu,2500,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4098076_uploaded_image1_1676582659.jpg""); width: 602px;"
Poulet,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4099353_uploaded_image1_1676660089.jpg""); width: 583px;"
Coq  Brahman,43000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4107161_uploaded_image1_1677172109.jpg""); width: 447px;"
Pigeon Lynx,10000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4109590_uploaded_image1_1677341693.jpg""); width: 488px;"
Pigeons  voyageurs à manteau,50000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4111707_uploaded_image1_1677517375.jpg""); width: 411px;"
Pigeon  Mondains,100000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4111710_uploaded_image1_1677517472.jpg""); width: 411px;"
Coq Brahman,70000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4119858_uploaded_image2_1677937312.jpeg""); width: 556px;"
Lapereaux,10000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4123300_uploaded_image2_1678175208.jpeg""); width: 397px;"
Lapin,15000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4125350_uploaded_image1_1678282298.jpg""); width: 397px;"
Pigeons Diamant Mandarin,30000,"Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4130101_uploaded_image1_1678546170.jpg""); width: 410px;"
Pigeon  Paon Indien,55000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4133025_uploaded_image1_1678744597.jpg""); width: 369px;"
Pigeons texans,15000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4134077_uploaded_image1_1678808506.jpg""); width: 411px;"
Lapereau géant fauve,25000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4134335_uploaded_image1_1678820167.jpg""); width: 397px;"
Lapereaux,10000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4145983_uploaded_image1_1679578952.jpg""); width: 397px;"
Poussins Inde,4000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4148722_uploaded_image1_1679757295.jpg""); width: 486px;"
Pigeons paons indiens,35000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4155195_uploaded_image1_1680182497.jpg""); width: 369px;"
Lapereaux Fauves,40000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4158485_uploaded_image1_1680380175.jpg""); width: 500px;"
Pigeons,Prixsurdemande,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4158780_uploaded_image1_1680397009.jpg""); width: 553px;"
Couple pigeon,10000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4159080_uploaded_image1_1680434202.jpg""); width: 369px;"
Pigeons frisés milanais,200000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4165971_uploaded_image1_1680795516.jpg""); width: 411px;"
Pigeons voyageurs  manteau,15000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4167562_uploaded_image1_1680885216.jpg""); width: 423px;"
Pigeons voyageurs,15000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4167567_uploaded_image1_1680885294.jpg""); width: 423px;"
Pigeons,150000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4167601_uploaded_image1_1680885984.jpg""); width: 423px;"
Poule hollandais,8000,"Touba, Sénégal","background-image: url(""https://images.coinafrique.com/4170233_uploaded_image2_1681079258.jpeg""); width: 469px;"
Poulet de chair,3500,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4172814_uploaded_image2_1681236735.jpeg""); width: 415px;"
Pigeons Lahore,15000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4177942_uploaded_image1_1681563067.jpg""); width: 455px;"
Pigeon Boulant de poméranie,13000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4178980_uploaded_image2_1681650252.jpeg""); width: 420px;"
Pigeon Boulant de poméranie,20000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4178981_uploaded_image1_1681650331.jpg""); width: 420px;"
Pigeons gazi,30000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4179359_uploaded_image1_1681674474.jpg""); width: 391px;"
Pigeons King,100000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4179363_uploaded_image1_1681674612.jpg""); width: 391px;"
Couple de pigeons,35000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4179370_uploaded_image2_1681674871.jpeg""); width: 391px;"
Poussins,35000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4186084_uploaded_image1_1682139045.jpg""); width: 464px;"
Pigeon Padda de java,20000,"Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4191356_uploaded_image1_1682522033.jpg""); width: 410px;"
Lapin metisage,Prixsurdemande,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4194884_uploaded_image1_1682776235.jpg""); width: 446px;"
Lapereau,15000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4195833_uploaded_image3_1682867699.jpeg""); width: 446px;"
Pigeon,20000,"Gueule Tapée, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4198961_uploaded_image2_1683046102.jpeg""); width: 588px;"
Pigeons king,30000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4201964_uploaded_image1_1683201805.jpg""); width: 488px;"
Pigeons manteau opale,6000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4202860_uploaded_image2_1683234964.jpeg""); width: 420px;"
Cailleteaux,250,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4205412_uploaded_image1_1683385484.jpg""); width: 462px;"
Poussins bleue Holland,35000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4206875_uploaded_image3_1683511573.jpeg""); width: 464px;"
Lapin géant,50000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4207913_uploaded_image1_1683574221.jpg""); width: 397px;"
Couple lapins,Prixsurdemande,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4208070_uploaded_image2_1683583031.jpeg""); width: 671px;"
Poulets brahman herminés,135000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4212808_uploaded_image1_1683879589.jpg""); width: 651px;"
Coq cochin,45000,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4218824_uploaded_image1_1684270289.jpg""); width: 554px;"
Poussins de chair - bleu hollandais,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4221943_uploaded_image2_1684477934.jpeg""); width: 405px;"
Pigeon voyageur,7000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4222721_uploaded_image1_1684515659.jpg""); width: 423px;"
Pigeon voyageur,7000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4222723_uploaded_image1_1684515810.jpg""); width: 423px;"
Pigeon Tambour Allemand,50000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4223933_uploaded_image1_1684609709.jpg""); width: 455px;"
Pigeon mondain brun,500000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4230459_uploaded_image1_1685044108.jpg""); width: 403px;"
Lapine,Prixsurdemande,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4235319_uploaded_image2_1685440928.jpeg""); width: 397px;"
Pigeons Mondains,50000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4240446_uploaded_image1_1685727771.jpg""); width: 394px;"
Poussins Brahmans,30000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4243414_uploaded_image2_1685971475.jpeg""); width: 449px;"
Lapereaux,45000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4244917_uploaded_image2_1686063555.jpeg""); width: 446px;"
Lapin californien,Prixsurdemande,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4248635_uploaded_image1_1686257041.jpg""); width: 604px;"
Lapines,Prixsurdemande,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4249408_uploaded_image1_1686311889.jpg""); width: 397px;"
Poussins cochin,7500,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/4255246_uploaded_image1_1686680990.jpg""); width: 434px;"
Lapin,30000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4268327_uploaded_image1_1687541319.jpg""); width: 397px;"
Lapereaux,10000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4268955_uploaded_image1_1687603560.jpg""); width: 397px;"
Pigeon Boulan,45000,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/4277890_uploaded_image1_1688316619.jpg""); width: 499px;"
Pigeon Boulan,15000,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/4277905_uploaded_image1_1688318584.jpg""); width: 499px;"
Poulets de chair,4000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4283570_uploaded_image2_1688648209.jpeg""); width: 417px;"
Pigeons,20000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4283652_uploaded_image2_1688651905.jpeg""); width: 379px;"
Pigeon Messager,25000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4286623_uploaded_image1_1688830929.jpg""); width: 417px;"
Lapins,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4287411_uploaded_image2_1688907004.jpeg""); width: 394px;"
Poulets  bleu Holland,6000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4287658_uploaded_image1_1688923156.jpg""); width: 400px;"
Lapin nain Loutre,30000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4289564_uploaded_image1_1689066044.jpg""); width: 579px;"
Coq hermine,60000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4290479_uploaded_image1_1689101063.jpg""); width: 522px;"
Poussins Brahmanes,30000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4290482_uploaded_image1_1689101216.jpg""); width: 522px;"
Lapin,80000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4296184_uploaded_image2_1689472722.jpeg""); width: 416px;"
Poules,Prixsurdemande,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4302571_uploaded_image1_1689893299.jpg""); width: 389px;"
Lapin,40000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4312499_uploaded_image1_1690566200.jpg""); width: 397px;"
Lapereaux,Prixsurdemande,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4324644_uploaded_image1_1691345949.jpg""); width: 397px;"
Lapins,Prixsurdemande,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4336471_uploaded_image1_1692120444.jpg""); width: 397px;"
Lapin,Prixsurdemande,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4337664_uploaded_image2_1692903389.jpeg""); width: 397px;"
Lapin,Prixsurdemande,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4337665_uploaded_image1_1692197761.jpg""); width: 397px;"
Lapin   Papillon,90000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4347215_uploaded_image1_1692800912.jpg""); width: 417px;"
Lapin,Prixsurdemande,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4359251_uploaded_image1_1693583547.jpg""); width: 397px;"
Pigeons de race,350000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4368566_uploaded_image1_1694179237.jpg""); width: 411px;"
Lapin,10000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4368816_uploaded_image2_1694188598.jpeg""); width: 397px;"
Poule Brahman herminé,Prixsurdemande,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4369295_uploaded_image1_1694214443.jpg""); width: 610px;"
Lapereau,10000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4381621_uploaded_image1_1695057585.jpg""); width: 397px;"
Lapins,20000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4384422_uploaded_image2_1695232906.jpeg""); width: 397px;"
Poule Brahma,25000,"Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4389249_uploaded_image1_1695564020.jpg""); width: 378px;"
Poussins,26500,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/4399877_uploaded_image1_1696286458.jpg""); width: 570px;"
Cochin et Brahma,Prixsurdemande,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4401630_uploaded_image1_1696382057.jpg""); width: 572px;"
Pigeon voyageur,8000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4406771_uploaded_image2_1696680729.jpeg""); width: 375px;"
Pigeon voyageur,8000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4406776_uploaded_image1_1696680924.jpg""); width: 375px;"
Lapin,35000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4408360_uploaded_image1_1696785290.jpg""); width: 432px;"
Pigeon,2000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4418898_uploaded_image1_1697460446.jpg""); width: 597px;"
Pigeon voyageur,5000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4418908_uploaded_image2_1697460940.jpeg""); width: 597px;"
Pigeons,3000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4418917_uploaded_image1_1697461219.jpg""); width: 597px;"
Pigeons voyageur de compétition,15000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4418928_uploaded_image1_1697461664.jpg""); width: 597px;"
Cochons d'Inde,15000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4425812_uploaded_image1_1697988348.jpg""); width: 374px;"
Lapereau,10000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4425850_uploaded_image1_1697991508.jpg""); width: 397px;"
Lapereau,10000,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4433087_uploaded_image1_1698427048.jpg""); width: 397px;"
Lapins,Prixsurdemande,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4434579_uploaded_image1_1698581736.jpg""); width: 369px;"
Coqs,Prixsurdemande,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444985_uploaded_image1_1699208691.jpg""); width: 546px;"
Poule Soie,75000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4453909_uploaded_image1_1699725929.jpg""); width: 369px;"
Lapin,Prixsurdemande,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4453957_uploaded_image1_1699727543.jpg""); width: 414px;"
Femelle lapin demi sang + cage,40000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4464349_uploaded_image1_1700417993.jpg""); width: 473px;"
Pigeon Lahor,40000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4471579_uploaded_image1_1700864120.jpg""); width: 415px;"
Pigeon King Blanc,75000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4471585_uploaded_image2_1700864394.jpeg""); width: 415px;"
Lapin Angora male,18000,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4473399_uploaded_image1_1701019994.jpg""); width: 442px;"
Lapin Angora male,8000,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4473413_uploaded_image1_1701020741.jpg""); width: 442px;"
Couple de pigeons,20000,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4483308_uploaded_image1_1701626351.jpg""); width: 412px;"
Lapin,Prixsurdemande,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4490937_uploaded_image1_1702037014.jpg""); width: 397px;"
Couple lapereau,40000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4505997_uploaded_image1_1702997024.jpg""); width: 394px;"
Poulet de chair,3500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4509252_uploaded_image1_1703175319.jpg""); width: 562px;"
Couple lapin,Prixsurdemande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4509856_uploaded_image1_1703213564.jpg""); width: 394px;"
Lapin fauve male,80000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4512680_uploaded_image1_1703431761.jpg""); width: 446px;"
Lapin,Prixsurdemande,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4513225_uploaded_image1_1703497424.jpg""); width: 506px;"
Pigeon,Prixsurdemande,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4513662_uploaded_image2_1703531881.jpeg""); width: 570px;"
Lapin,35000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4517612_uploaded_image1_1703770805.jpg""); width: 506px;"
Pigeons,5000,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4542193_uploaded_image1_1705080975.jpg""); width: 567px;"
Pigeons,5000,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4542217_uploaded_image1_1705082041.jpg""); width: 567px;"
Paire pigeon  jeune King,60000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4545200_uploaded_image1_1705269534.jpg""); width: 446px;"
Pigeons King,60000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4548383_uploaded_image2_1705424798.jpeg""); width: 506px;"
Poulet de chaire,5000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4555523_uploaded_image1_1705793143.jpg""); width: 602px;"
Lapereau,10000,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4556321_uploaded_image1_1705859521.jpg""); width: 397px;"
Pigeon Modain,160000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4561395_uploaded_image1_1706128448.jpg""); width: 533px;"
Pigeon Lahor,20000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4565457_uploaded_image2_1706369680.jpeg""); width: 444px;"
Couples lapereaux,100000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4587998_uploaded_image1_1707587252.jpg""); width: 440px;"
Pigeons couple Mondain,170000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4598304_uploaded_image1_1708179510.jpg""); width: 369px;"
Poussin Marans,10000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4603800_uploaded_image1_1708477906.jpg""); width: 526px;"
Lapins,Prixsurdemande,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4612074_uploaded_image3_1708939673.jpeg""); width: 379px;"
Pigeons,Prixsurdemande,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4612083_uploaded_image1_1708939903.jpg""); width: 379px;"
Brahman bleu Lemon,40000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4612273_uploaded_image1_1708946489.jpg""); width: 539px;"
Poulets de chairs,3500,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4612683_uploaded_image2_1708957200.jpeg""); width: 404px;"
Poussin oie,35000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4619799_uploaded_image1_1709296095.jpg""); width: 473px;"
